# This is the template file for creating symbols with tragesym						
# every line starting with '#' is a comment line.						
# save it as text file with tab separated cells and start tragesym						
						
[options]						
# wordswap swaps labels if the pin is on the right side an looks like this:						
"# ""PB1 (CLK)"". That's useful for micro controller port labels"						
# rotate_labels rotates the pintext of top and bottom pins						
# this is useful for large symbols like FPGAs with more than 100 pins						
# sort_labels will sort the pins by it's labels						
# useful for address ports, busses, ...						
wordswap	yes					
rotate_labels	yes					
sort_labels	no					
generate_pinseq	yes					
sym_width	5000					
sym_height	5100					
pinwidthvertical	300					
pinwidthhorizontal	300					
[geda_attr]						
# name will be printed in the top of the symbol						
# if you have a device with slots, you'll have to use slot= and slotdef=						
# use comment= if there are special information you want to add						
version	20060113 1					
name	esp32					
device	esp32					
refdes	U?					
footprint						
description	wifi mcu					
documentation						
						
numslots	0					
dist-license						
use-license						
						
						
						
						
						
						
						
						
						
[pins]						
# tabseparated list of pin descriptions						
#						
# pinnr is the physical number of the pin						
# seq is the pinseq= attribute, leave it blank if it doesn't matter						
# type can be (in, out, io, oc, oe, pas, tp, tri, clk, pwr)						
# style can be (line,dot,clk,dotclk,none). none if only want to add a net						
# posit. can be (l,r,t,b) or empty for nets						
# net specifies the name of the net. Vcc or GND for example.						
# label represents the pinlabel.						
#	"negation lines can be added with ""\_"" example: \_enable\_ "					
#	"if you want to write a ""\"" use ""\\"" as escape sequence"					
#						
#pinnr	seq	type	style	posit.	net	label
1		io	line	l		VDDA
2		io	line	l		LNA_IN
3		io	line	l		VDD3P3
4		io	line	l		VDD3P3
5		io	line	l		SENSOR_VP
6		io	line	l		SENSOR_CAPP
7		io	line	l		SENSOR_CAPN
8		io	line	l		SENSOR_VN
9		io	line	l		CHIP_PU
10		io	line	l		VDET_1
11		io	line	l		VDET_2
12		io	line	l		32K_XP
13		io	line	b		32K_XN
14		io	line	b		GPIO25_DAC1_ADC2.8_RTC6
15		io	line	b		GPIO26_DAC2_ADC2.9_RTC7
16		io	line	b		GPIO27_ADC2.7_RTC17
17		io	line	b		MTMS_ADC2.6_RTC16
18		io	line	b		MTDI_ADC2.5_RTC15
19		io	line	b		VDD3P3_RTC
20		io	line	b		MTCK_ADC2.4_RTC14
21		io	line	b		MTDO_ADC2.3_RTC13
22		io	line	b		GPIO2_ADC2.2_RTC12
23		io	line	b		GPIO0_ADC2.1_RTC11
24		io	line	b		GPIO4_ADC2.0_RTC10
36		io	line	r		GPIO23
35		io	line	r		GPIO18
34		io	line	r		GPIO5
33		io	line	r		SD_DATA_1
32		io	line	r		SD_DATA_0
31		io	line	r		SD_CLK
30		io	line	r		SD_CMD
29		io	line	r		SD_DATA_3
28		io	line	r		SD_DATA_2
27		io	line	r		GPIO17
26		io	line	r		VDD_SDIO
25		io	line	r		GPIO16
49		io	line	t		PAD
48		io	line	t		CAP1
47		io	line	t		CAP2
46		io	line	t		VDDA
45		io	line	t		XTAL_P
44		io	line	t		XTAL_N
43		io	line	t		VDDA
42		io	line	t		GPIO21
41		io	line	t		U0TXD
40		io	line	t		U0RXD
39		io	line	t		GPIO22
38		io	line	t		GPIO19
37		io	line	t		VDD3P3_CPU
